transID,payCardSex,payCardBirthDate,corridorID,corridorName,direction,tapInStops,tapInStopsName,tapInStopsLat,tapInStopsLon,stopStartSeq,tapInTime,tapOutStops,tapOutStopsName,tapOutStopsLat,tapOutStopsLon,stopEndSeq,tapOutTime,payAmount,transportationType,age,ageGroup,tapInHour,tripDuration,dayName,date,tapOutStatus,name
KHRJ642P3R25QC,M,2005,JAK.42,Kampung Melayu - Pondok Kelapa,0.0,B03865P,Sbr. Jln. Taman Enau,-6.232561,106.93361,39,2023-04-03 09:08:15,B01370P,Jln. Masjid Al Ikhlas,-6.23727,106.93436,41.0,2023-04-03 10:49:47,0.0,Mikrotrans,18,Remaja,9,101.53333333333333,Monday,2023-04-03,Success,DUREN SAWIT
KJLO774K7H45VO,M,1992,JAK.32,Lebak Bulus - Petukangan,1.0,B00855P,Jln. Anggrek Petukangan,-6.231319,106.75204,11,2023-04-03 08:02:38,B05374P,SMPN 235,-6.254954,106.75651,35.0,2023-04-03 10:02:22,0.0,Mikrotrans,31,Dewasa Awal,8,119.73333333333333,Monday,2023-04-03,Success,PESANGGRAHAN
IVDB815K9N95RY,F,2010,JAK.19,Pinang Ranti - Kampung Rambutan,0.0,B01619P,Jln. Swadaya I,-6.297164,106.89478,9,2023-04-03 08:28:00,B00891P,Jln. Bambu Kuning,-6.309556,106.89894,45.0,2023-04-03 09:44:09,0.0,Mikrotrans,13,Remaja,8,76.15,Monday,2023-04-03,Success,CIPAYUNG
HQIA027J7Y08GV,M,1984,JAK.06,Kampung Rambutan - Pondok Gede,1.0,B01532P,Jln. Rama IX,-6.299269,106.90856,36,2023-04-03 08:11:26,B01594P,Jln. SPG 7,-6.286157,106.9049,47.0,2023-04-03 10:09:13,0.0,Mikrotrans,39,Dewasa Madya,8,117.78333333333333,Monday,2023-04-03,Success,CIPAYUNG
IEFG353E8D69AV,F,2011,JAK.13,Tanah Abang - Jembatan Lima,1.0,B04949P,Simpang Kopi Bandengan Selatan,-6.135839,106.80689,6,2023-04-03 08:07:14,B02659P,Ps. Pejagalan,-6.137452,106.80728,7.0,2023-04-03 09:53:23,0.0,Mikrotrans,12,Remaja,8,106.15,Monday,2023-04-03,Success,TAMBORA
FUUA153C4X36UT,M,1982,JAK.74,Terminal Rawamangun - Cipinang Muara,1.0,B00260P,Cipinang Baru,-6.206806,106.89025,5,2023-04-03 07:16:32,B02336P,Masjid Jami At Taqwa 3,-6.229352,106.89527,20.0,2023-04-03 07:44:32,0.0,Mikrotrans,41,Dewasa Madya,7,28.0,Monday,2023-04-03,Success,PULOGADUNG
NQJS695P9P43UP,M,1973,JAK.71,Kampung Rambutan - Pinang Ranti,1.0,B03774P,Sbr. Jln. Man 2,-6.300742,106.88071,11,2023-04-03 09:31:37,B04544P,Sbr. Term. Kampung Rambutan,-6.306068,106.88003,19.0,2023-04-03 10:27:12,0.0,Mikrotrans,50,Dewasa Akhir,9,55.583333333333336,Monday,2023-04-03,Success,KRAMAT JATI
EXET490D0I84NQ,M,1990,JAK.16,Cililitan - Condet,1.0,B05116P,Simpang Raya Condet Batu Ampar,-6.28409,106.85556,16,2023-04-03 07:35:24,B02828P,PGC Dalam,-6.261841,106.8657,33.0,2023-04-03 09:11:33,0.0,Mikrotrans,33,Dewasa Awal,7,96.15,Monday,2023-04-03,Success,KRAMAT JATI
KCIJ397K4P14HY,F,2005,JAK.64,Lenteng Agung - Aseli,0.0,B00472P,Gg. H. Mesir,-6.337868,106.81624,14,2023-04-03 09:27:36,B04297P,Sbr. RS Zahirah,-6.335205,106.82312,18.0,2023-04-03 10:54:35,0.0,Mikrotrans,18,Remaja,9,86.98333333333333,Monday,2023-04-03,Success,JAGAKARSA
GRZJ837L6Z45MQ,F,1990,JAK.35,Pangkalan Jati - Rawamangun,1.0,B03372P,SDN Jati 07,-6.202444,106.89727,7,2023-04-03 08:30:27,B02070P,Komplek Wijaya Kusuma 1,-6.229588,106.90531,20.0,2023-04-03 10:07:35,0.0,Mikrotrans,33,Dewasa Awal,8,97.13333333333334,Monday,2023-04-03,Success,PULOGADUNG
WMND205H8L25AU,F,2000,JAK.08,Roxy - Benhil,0.0,B02196P,Mall Thamrin City,-6.194341,106.81453,21,2023-04-03 08:54:26,B04278P,Sbr. RS Dr Mintohardjo,-6.211163,106.81237,34.0,2023-04-03 10:17:35,0.0,Mikrotrans,23,Dewasa Awal,8,83.15,Monday,2023-04-03,Success,TANAH ABANG
JEUM707D8R19ID,F,1997,JAK.86,Term. Rawamangun - Term. Manggarai,1.0,B06545P,Sbr. RSIA Tambak,-6.206658,106.84894,2,2023-04-03 09:33:37,B05590P,Taman Gg. Kelor,-6.21124,106.85879,6.0,2023-04-03 09:54:08,0.0,Mikrotrans,26,Dewasa Awal,9,20.516666666666666,Monday,2023-04-03,Success,MENTENG
EYWO639T6T18EG,F,1991,JAK.22,Dwikora - Penas Kalimalang,0.0,B02648P,Ps. Mini Halim,-6.251402,106.88812,6,2023-04-03 08:52:54,B00234P,Cawang Soetoyo 1,-6.24544,106.87548,16.0,2023-04-03 10:21:43,0.0,Mikrotrans,32,Dewasa Awal,8,88.81666666666666,Monday,2023-04-03,Success,MAKASAR
RFRJ485D9S31HZ,M,2008,JAK.08,Roxy - Benhil,1.0,B03266P,Rusun Benhil,-6.201418,106.80789,10,2023-04-03 09:25:00,B01638P,Jln. Taman Jatibaru Timur,-6.182778,106.8129,25.0,2023-04-03 09:46:39,0.0,Mikrotrans,15,Remaja,9,21.65,Monday,2023-04-03,Success,TANAH ABANG
HPBJ696Q6W70XZ,F,1994,JAK.06,Kampung Rambutan - Pondok Gede,1.0,B05673P,Tanah Merdeka 1,-6.30813,106.8745,3,2023-04-03 08:55:48,B03113P,RPTRA Mutiara Rawabinong,-6.298029,106.90484,38.0,2023-04-03 09:50:21,0.0,Mikrotrans,29,Dewasa Awal,8,54.55,Monday,2023-04-03,Success,CIRACAS
FOJZ904P8G51AN,M,1989,JAK.118,Taman Waduk Papanggo - Kota Tua,0.0,B06690P,Sbr. SDN Pademangan 03,-6.131746,106.84567,18,2023-04-03 08:37:51,B02839P,Pintu Air Kalimati,-6.138809,106.8329,26.0,2023-04-03 09:06:21,0.0,Mikrotrans,34,Dewasa Awal,8,28.5,Monday,2023-04-03,Success,PADEMANGAN
LMEM833F3C27SE,M,1996,JAK.17,Senen - Pulo Gadung,1.0,B01953P,Kel. Tanah Tinggi,-6.183861,106.84926,11,2023-04-03 07:52:47,B04957P,Simpang Kramat Jaya Baru 2,-6.18412,106.85258,15.0,2023-04-03 09:16:57,0.0,Mikrotrans,27,Dewasa Awal,7,84.16666666666667,Monday,2023-04-03,Success,JOHAR BARU
NHFT988U8V26KZ,M,1990,JAK.29,Tanjung Priok - Sukapura,1.0,B05305P,SMK Tj. Priok 2,-6.113836,106.91102,16,2023-04-03 09:45:37,B05577P,Taman Barito Sembar,-6.132105,106.92023,32.0,2023-04-03 10:16:46,0.0,Mikrotrans,33,Dewasa Awal,9,31.15,Monday,2023-04-03,Success,KOJA
HHDC706C5W46OV,F,1988,JAK.38,Bulak Ringin - Kampung Rambutan,1.0,B02512P,Mushola Al Muhajirin Cibubur,-6.360526,106.87535,43,2023-04-03 09:46:06,B01095P,Jln. H. Ali Solihin Cibubur,-6.359265,106.87595,44.0,2023-04-03 10:21:06,0.0,Mikrotrans,35,Dewasa Madya,9,35.0,Monday,2023-04-03,Success,CIRACAS
NQQY373N3L52FM,F,1990,JAK.05,Semper - Rorotan,0.0,B01607P,Jln. Sungai Barito Sembar,-6.129487,106.91884,41,2023-04-03 08:51:36,B02881P,PLN Pusat Raya Tugu,-6.128057,106.92596,44.0,2023-04-03 10:09:43,0.0,Mikrotrans,33,Dewasa Awal,8,78.11666666666666,Monday,2023-04-03,Success,CILINCING
GESP826D9U05QA,M,2000,JAK.113,Rusun Sindang Koja - Kp. Sawah,0.0,B00648P,GKJ Tj. Priok,-6.105058,106.93214,13,2023-04-03 06:25:12,B06179P,Gg. Swadaya 2 G,-6.133735,106.93576,19.0,2023-04-03 06:46:12,0.0,Mikrotrans,23,Dewasa Awal,6,21.0,Monday,2023-04-03,Success,CILINCING
ZUUD404W0P78UZ,M,1964,JAK.21,Cililitan - Dwikora,0.0,B05787P,TPU Kb. Pala 2,-6.265549,106.88013,10,2023-04-03 09:40:54,B00709P,Griya Ardhya Garini 2,-6.259544,106.88942,21.0,2023-04-03 10:34:25,0.0,Mikrotrans,59,Pra-lansia,9,53.516666666666666,Monday,2023-04-03,Success,MAKASAR
VCYQ365J9U15VQ,M,1970,JAK.64,Lenteng Agung - Aseli,0.0,B03248P,Ruko Moh Kahfi II,-6.335794,106.827,20,2023-04-03 08:56:15,B02236P,Masjid Al Birru Warrohmah,-6.336957,106.83006,22.0,2023-04-03 09:45:55,0.0,Mikrotrans,53,Dewasa Akhir,8,49.666666666666664,Monday,2023-04-03,Success,JAGAKARSA
HAYR972A5N85OL,F,2003,JAK.42,Kampung Melayu - Pondok Kelapa,0.0,B01983P,Klapa Village H. Naman,-6.238446,106.94173,43,2023-04-03 06:39:55,B04568P,Sbr. TPU Pondok Kelapa,-6.23711,106.94312,44.0,2023-04-03 07:13:15,0.0,Mikrotrans,20,Dewasa Awal,6,33.333333333333336,Monday,2023-04-03,Success,DUREN SAWIT
MVVH233N9E91QF,M,1978,JAK.13,Tanah Abang - Jembatan Lima,0.0,B04944P,Simpang KH Hasyim Cideng Barat,-6.166007,106.81033,13,2023-04-03 06:20:44,B02649P,Ps. Mitra,-6.145437,106.80695,33.0,2023-04-03 07:48:04,0.0,Mikrotrans,45,Dewasa Akhir,6,87.33333333333333,Monday,2023-04-03,Success,GAMBIR
KWQL961V0S39WX,M,1987,JAK.118,Taman Waduk Papanggo - Kota Tua,0.0,B00428P,Gg. Burung Dalam,-6.137017,106.82132,32,2023-04-03 08:46:14,B05712P,Term. Kota Intan,-6.132323,106.81115,39.0,2023-04-03 10:25:02,0.0,Mikrotrans,36,Dewasa Madya,8,98.8,Monday,2023-04-03,Success,TAMAN SARI
YCHB796L0X55CH,M,1983,JAK.24,Senen - Pulo Gadung via Kelapa Gading,1.0,B01602P,Jln. Sumanggung 3,-6.171242,106.90278,41,2023-04-03 09:08:59,B01605P,Jln. Summagung II Timur,-6.17247,106.90203,42.0,2023-04-03 10:51:54,0.0,Mikrotrans,40,Dewasa Madya,9,102.91666666666667,Monday,2023-04-03,Success,KELAPA GADING
IDBN516H4D94MT,M,1990,JAK.61,Cempaka Putih - Pulo Gadung via Kelapa Gading,0.0,B03237P,Ruko Gading Bukit Indah,-6.149387,106.89917,19,2023-04-03 06:32:04,B04691P,Sherwood,-6.153084,106.90713,30.0,2023-04-03 07:59:44,0.0,Mikrotrans,33,Dewasa Awal,6,87.66666666666667,Monday,2023-04-03,Success,KELAPA GADING
PCAG616T0I82US,M,1988,JAK.117,Tanjung Priok - Tanah Merdeka,1.0,B03789P,Sbr. Jln. Melur Tugu VI,-6.124483,106.90789,10,2023-04-03 08:50:06,B03221P,RSUD Tugu Koja,-6.127292,106.90605,11.0,2023-04-03 09:16:19,0.0,Mikrotrans,35,Dewasa Madya,8,26.216666666666665,Monday,2023-04-03,Success,KOJA
ETNI053J5A00CD,F,1989,JAK.29,Tanjung Priok - Sukapura,1.0,B00829P,Jakarta Islamic Centre 2,-6.122114,106.91694,25,2023-04-03 09:30:03,B05279P,SMAN 75,-6.135264,106.92169,36.0,2023-04-03 11:20:32,0.0,Mikrotrans,34,Dewasa Awal,9,110.48333333333333,Monday,2023-04-03,Success,KOJA
UFRA919H3P81DT,M,2001,JAK.50,Kalideres - Puri Kembangan,0.0,B01529P,Jln. Puri Lingkar Dalam,-6.184763,106.73503,56,2023-04-03 06:27:54,B03015P,Puri Kembangan,-6.188874,106.73514,57.0,2023-04-03 08:19:40,0.0,Mikrotrans,22,Dewasa Awal,6,111.76666666666667,Monday,2023-04-03,Success,
OBZE387D3D51GF,F,2010,JAK.39,Kalimalang - Duren Sawit,0.0,B00196P,Buaran Raya,-6.220456,106.92176,7,2023-04-03 06:22:20,B02372P,Masjid Nururrohman Pondok Kopi,-6.218564,106.94447,16.0,2023-04-03 07:48:42,0.0,Mikrotrans,13,Remaja,6,86.36666666666666,Monday,2023-04-03,Success,DUREN SAWIT
OEVE308V7P68YA,M,1994,JAK.02,Kampung Melayu - Duren Sawit,1.0,B05536P,STMT Trisakti 2,-6.231981,106.8777,24,2023-04-03 06:31:05,B06573P,SPBU Jln. DI Panjaitan,-6.233702,106.8766,26.0,2023-04-03 07:04:17,0.0,Mikrotrans,29,Dewasa Awal,6,33.2,Monday,2023-04-03,Success,JATINEGARA
DNUY467I0G64VE,F,1985,JAK.13,Tanah Abang - Jembatan Lima,1.0,B04619P,Sekolah Bhineka Tunggal Ika,-6.150601,106.80763,15,2023-04-03 09:58:19,B05168P,Simpang Tanah Abang II Cideng,-6.175292,106.81209,27.0,2023-04-03 11:50:05,0.0,Mikrotrans,38,Dewasa Madya,9,111.76666666666667,Monday,2023-04-03,Success,TAMBORA
QSYN896A8G10CV,F,2004,JAK.30,Grogol - Meruya via Roxy,0.0,B03915P,Sbr. Kel. Duri Kepa,-6.185524,106.77367,24,2023-04-03 07:58:52,B01051P,Jln. Duri Tol,-6.185319,106.77025,26.0,2023-04-03 09:05:14,0.0,Mikrotrans,19,Remaja,7,66.36666666666666,Monday,2023-04-03,Success,KEBON JERUK
UDGU199B0D64BJ,M,1948,JAK.42,Kampung Melayu - Pondok Kelapa,1.0,B01169P,Jln. Jatinegara Timur IV,-6.222457,106.86816,44,2023-04-03 06:57:43,B05707P,Term. Kampung Melayu 2,-6.224516,106.86685,46.0,2023-04-03 07:23:06,0.0,Mikrotrans,75,Lansia,6,25.383333333333333,Monday,2023-04-03,Success,JATINEGARA
UUFC142F9N70UC,M,2007,JAK.113,Rusun Sindang Koja - Kp. Sawah,0.0,B02748P,Permai Koja 2,-6.113777,106.89326,0,2023-04-03 07:40:11,B04164P,Sbr. Ps. Pagi Raya Cilincing,-6.102788,106.93599,14.0,2023-04-03 08:22:33,0.0,Mikrotrans,16,Remaja,7,42.36666666666667,Monday,2023-04-03,Success,KOJA
JTJY830D4W08CZ,F,1983,JAK.11,Tanah Abang - Kebayoran Lama,0.0,B04276P,Sbr. RS Bhakti Mulia,-6.199976,106.801,18,2023-04-03 07:53:05,B03151P,RS Medika Permata Hijau 4,-6.218438,106.77855,38.0,2023-04-03 09:49:41,0.0,Mikrotrans,40,Dewasa Madya,7,116.6,Monday,2023-04-03,Success,TANAH ABANG
GFBC010Y3K98DG,M,2009,JAK.30,Grogol - Meruya via Roxy,1.0,B05325P,SMKN 60,-6.185923,106.77188,42,2023-04-03 06:08:38,B01662P,Jln. Tj. Duren Utara V,-6.173301,106.78304,51.0,2023-04-03 07:12:50,0.0,Mikrotrans,14,Remaja,6,64.2,Monday,2023-04-03,Success,KEBON JERUK
TKZL829F2H71TF,F,1987,JAK.73,Jambore Cibubur - Pasar Rebo,1.0,B00630P,Gereja Jemaat Kiwi,-6.339041,106.87215,15,2023-04-03 07:17:18,B00662P,GOR Popki Cibubur,-6.3675,106.88923,37.0,2023-04-03 08:49:54,0.0,Mikrotrans,36,Dewasa Madya,7,92.6,Monday,2023-04-03,Success,CIRACAS
XRFS004I3P45QA,F,1977,JAK.50,Kalideres - Puri Kembangan,0.0,B01995P,Klinik Persada Sari,-6.17728,106.72226,25,2023-04-03 08:30:01,B05799P,Transjakarta Pool Rawa Buaya,-6.159048,106.72692,35.0,2023-04-03 09:01:15,0.0,Mikrotrans,46,Dewasa Akhir,8,31.233333333333334,Monday,2023-04-03,Success,CENGKARENG
JJMV988V5I50YC,F,1990,JAK.48A,Stasiun Tebet - Rusun Karet Tengsin,1.0,B01834P,Karet Pedurenan 2,-6.221462,106.82109,13,2023-04-03 08:16:09,B03318P,Sawo Kecik Raya,-6.224852,106.85489,22.0,2023-04-03 09:26:14,0.0,Mikrotrans,33,Dewasa Awal,8,70.08333333333333,Monday,2023-04-03,Success,SETIABUDI
UEGI313M7E94TG,F,1989,JAK.117,Tanjung Priok - Tanah Merdeka,0.0,B02694P,Ps. Ular Plumpang,-6.130359,106.89453,10,2023-04-03 09:54:54,B01384P,Jln. Melati Tugu V,-6.121401,106.90793,18.0,2023-04-03 10:57:02,0.0,Mikrotrans,34,Dewasa Awal,9,62.13333333333333,Monday,2023-04-03,Success,KOJA
ARYR543D3U31RS,F,1968,JAK.75,Cililitan - Kp. Pulo,1.0,B03610P,Sbr. Grha Intirub,-6.265218,106.8758,13,2023-04-03 08:09:48,B01505P,Jln. Plk II Cililitan Besar,-6.265021,106.87468,14.0,2023-04-03 09:43:42,0.0,Mikrotrans,55,Pra-lansia,8,93.9,Monday,2023-04-03,Success,MAKASAR
JBPE108Z5R32BJ,F,1989,JAK.64,Lenteng Agung - Aseli,1.0,B04061P,Sbr. Masjid Jami Asy Syakirin,-6.351065,106.80161,33,2023-04-03 06:53:52,B00868P,Jln. Aselih,-6.347277,106.79695,37.0,2023-04-03 07:26:01,0.0,Mikrotrans,34,Dewasa Awal,6,32.15,Monday,2023-04-03,Success,JAGAKARSA
RBTK270G8R59DH,M,1989,JAK.49,Lebak Bulus - Cipulir,1.0,B03217P,RSUD Pesanggrahan,-6.258241,106.75706,33,2023-04-03 09:01:24,B02248P,Masjid Al Jihad Ulujami,-6.254771,106.76348,41.0,2023-04-03 10:50:51,0.0,Mikrotrans,34,Dewasa Awal,9,109.45,Monday,2023-04-03,Success,PESANGGRAHAN
DYKZ671O6L04CK,M,1973,JAK.18,Kalibata - Kuningan,1.0,B02230P,Masjid Al Barakah Assyafiiyah,-6.220472,106.8508,15,2023-04-03 07:32:13,B05511P,St. Tebet 2,-6.225525,106.85813,23.0,2023-04-03 08:04:10,0.0,Mikrotrans,50,Dewasa Akhir,7,31.95,Monday,2023-04-03,Success,TEBET
LGBL881S2X59TW,F,1993,JAK.112,Terminal Tanah Merah - Pulo Gadung,1.0,B04804P,Simpang Gading Mas Biru Laut,-6.166526,106.90893,18,2023-04-03 06:47:04,B05600P,Taman Jogging Kelapa Gading 1,-6.161115,106.90612,22.0,2023-04-03 08:17:10,0.0,Mikrotrans,30,Dewasa Awal,6,90.1,Monday,2023-04-03,Success,KELAPA GADING
JLAR275T6O95WQ,M,1978,JAK.33,Pulo Gadung - Kota,0.0,B03885P,Sbr. Jembatan Sukamulya III,-6.170489,106.85205,35,2023-04-03 06:38:58,B00860P,Jln. Angkasa 1,-6.1508,106.84111,45.0,2023-04-03 07:32:51,0.0,Mikrotrans,45,Dewasa Akhir,6,53.88333333333333,Monday,2023-04-03,Success,SENEN
JHFV837B1O98CZ,F,2006,JAK.18,Kalibata - Kuningan,0.0,B04158P,Sbr. Ps. Lokbin Muria,-6.221093,106.83844,48,2023-04-03 09:42:55,B05865P,Waduk Setiabudi Jln. Gembira,-6.205469,106.82993,56.0,2023-04-03 10:16:36,0.0,Mikrotrans,17,Remaja,9,33.68333333333333,Monday,2023-04-03,Success,SETIABUDI
TIQE127Y8D10YS,M,1975,JAK.54,Grogol - Benhil,1.0,B04276P,Sbr. RS Bhakti Mulia,-6.199976,106.801,28,2023-04-03 07:59:07,B03792P,Sbr. Jln. Mesjid I Benhil,-6.205164,106.80649,33.0,2023-04-03 09:30:54,0.0,Mikrotrans,48,Dewasa Akhir,7,91.78333333333333,Monday,2023-04-03,Success,TANAH ABANG
PRIQ655J7Y04KD,M,1978,JAK.88,Terminal Tanjung Priok - Ancol Barat,0.0,B04664P,Sekolah Yanindo Jakarta,-6.119479,106.86699,7,2023-04-03 09:38:08,B02088P,KPP Pratama Jakarta Pluit,-6.132331,106.82082,29.0,2023-04-03 10:33:20,0.0,Mikrotrans,45,Dewasa Akhir,9,55.2,Monday,2023-04-03,Success,PADEMANGAN
GWDX112P9P94AP,F,1989,JAK.61,Cempaka Putih - Pulo Gadung via Kelapa Gading,0.0,B03237P,Ruko Gading Bukit Indah,-6.149387,106.89917,19,2023-04-03 07:36:03,B03089P,Raya Gading Bukit Indah,-6.147947,106.89919,20.0,2023-04-03 09:04:50,0.0,Mikrotrans,34,Dewasa Awal,7,88.78333333333333,Monday,2023-04-03,Success,KELAPA GADING
LRON168U2P34JA,M,2004,JAK.58,Cilincing - Rorotan,1.0,B03075P,Ramayana Semper,-6.127723,106.91711,62,2023-04-03 06:33:23,B02005P,Koja Trade Mall,-6.122508,106.91677,64.0,2023-04-03 08:29:41,0.0,Mikrotrans,19,Remaja,6,116.3,Monday,2023-04-03,Success,KOJA
IJBW005X3O19MD,F,1994,JAK.112,Terminal Tanah Merah - Pulo Gadung,0.0,B04031P,Sbr. Masjid Al Mumin,-6.175579,106.90848,23,2023-04-03 08:32:10,B03000P,Pulo Gadung 5,-6.182228,106.90901,26.0,2023-04-03 10:05:33,0.0,Mikrotrans,29,Dewasa Awal,8,93.38333333333334,Monday,2023-04-03,Success,KELAPA GADING
FAZA358Q3S90FM,F,1982,JAK.60,Kelapa Gading - Rusun Kemayoran,1.0,B05419P,SPBU Yos Sudarso,-6.145808,106.88999,18,2023-04-03 06:14:37,B05227P,Singapore International School,-6.149554,106.915842,38.0,2023-04-03 07:43:45,0.0,Mikrotrans,41,Dewasa Madya,6,89.13333333333334,Monday,2023-04-03,Success,TANJUNG PRIOK
NOVS169N0P38HC,F,2004,JAK.04,Grogol - Tubagus Angke,0.0,B01092P,Jln. Hadiah Utama II,-6.161501,106.77987,9,2023-04-03 06:46:02,B00215P,Bunda Hati Kudus Jelambar,-6.165552,106.78484,13.0,2023-04-03 07:26:14,0.0,Mikrotrans,19,Remaja,6,40.2,Monday,2023-04-03,Success,GROGOL PETAMBURAN
QXVD876O6X42AQ,M,1991,JAK.34,Rawamangun - Klender,0.0,B00866P,Jln. Arus Jati,-6.208011,106.90193,28,2023-04-03 06:59:01,B02942P,Pool Hiba Utama 2,-6.20608,106.90261,29.0,2023-04-03 07:43:13,0.0,Mikrotrans,32,Dewasa Awal,6,44.2,Monday,2023-04-03,Success,PULOGADUNG
BDSE082Z5V73BJ,M,2007,JAK.26,Rawamangun - Duren Sawit,1.0,B01849P,Kavling Pengadilan Jln. Dermaga,-6.222991,106.9072,43,2023-04-03 08:25:42,B02015P,Komplek Abadi 1,-6.229617,106.90793,47.0,2023-04-03 09:37:01,0.0,Mikrotrans,16,Remaja,8,71.31666666666666,Monday,2023-04-03,Success,DUREN SAWIT
IFOK213C2T94DT,F,1992,JAK.84,Terminal Kampung Melayu - Kapin Raya,1.0,B00268P,Cipinang Melayu Kalimalang,-6.240168,106.88473,32,2023-04-03 06:54:07,B05292P,SMK Hatawana,-6.229468,106.87871,38.0,2023-04-03 08:03:49,0.0,Mikrotrans,31,Dewasa Awal,6,69.7,Monday,2023-04-03,Success,MAKASAR
JUTA829T0J18UT,F,1968,JAK.58,Cilincing - Rorotan,1.0,B03475P,Sbr. Cilincing Baru Raya,-6.106928,106.9271,45,2023-04-03 07:53:41,B00631P,Gereja Katholik Salib Suci,-6.125765,106.91976,58.0,2023-04-03 09:34:43,0.0,Mikrotrans,55,Pra-lansia,7,101.03333333333333,Monday,2023-04-03,Success,CILINCING
MEJI046C5E67UY,F,2000,JAK.18,Kalibata - Kuningan,0.0,B03870P,Sbr. Jln. Tebet Utara III,-6.225521,106.85245,24,2023-04-03 09:42:43,P00275,Keselamatan,-6.222946,106.84745,42.0,2023-04-03 10:33:00,0.0,Mikrotrans,23,Dewasa Awal,9,50.28333333333333,Monday,2023-04-03,Success,TEBET
RJXY361J3U21XZ,M,1981,JAK.05,Semper - Rorotan,0.0,B06311P,Rusun Nagrak,-6.12462,106.94823,7,2023-04-03 06:26:36,B04460P,Sbr. SMP Nurul Falah,-6.110663,106.92596,24.0,2023-04-03 07:30:27,0.0,Mikrotrans,42,Dewasa Madya,6,63.85,Monday,2023-04-03,Success,CILINCING
QJUO979Z8X50VY,F,1995,JAK.74,Terminal Rawamangun - Cipinang Muara,1.0,B00260P,Cipinang Baru,-6.206806,106.89025,5,2023-04-03 07:58:46,B04220P,Sbr. Polsek Pulo Gadung,-6.209444,106.89101,6.0,2023-04-03 09:42:47,0.0,Mikrotrans,28,Dewasa Awal,7,104.01666666666667,Monday,2023-04-03,Success,
QEOP691A3R80XY,M,1988,JAK.03,Lebak Bulus - Andara,0.0,B00027P,Al Izhar Pondok Labu 2,-6.311504,106.79104,17,2023-04-03 06:26:55,B04628P,Sekolah Darussalam H. Ipin,-6.311351,106.79271,18.0,2023-04-03 08:11:20,0.0,Mikrotrans,35,Dewasa Madya,6,104.41666666666667,Monday,2023-04-03,Success,CILANDAK
DSDB887T7T76NX,M,1978,JAK.43C,Sarana Jaya - Tebet Eco Park (TEP) - Stasiun Cawang,1.0,B06706P,Jln. Tebet Timur Dalam VIII J,-6.242064,106.85845,0,2023-04-03 06:56:08,B06268P,Rusun Harum Tebet,-6.235196,106.85195,4.0,2023-04-03 08:29:00,0.0,Mikrotrans,45,Dewasa Akhir,6,92.86666666666666,Monday,2023-04-03,Success,TEBET
MPZZ429Q5F60QN,F,1996,JAK.85,Bintara - Cipinang Indah,0.0,B00028P,Al Khairiyah School,-6.236593,106.9176,28,2023-04-03 06:04:38,B03045P,Puskesmas Duren Sawit,-6.241844,106.9109,34.0,2023-04-03 07:45:32,0.0,Mikrotrans,27,Dewasa Awal,6,100.9,Monday,2023-04-03,Success,DUREN SAWIT
HRPX817Y7U20PG,F,1985,JAK.51,Taman Kota - Budi Luhur,0.0,B02023P,Komplek BPPT,-6.194517,106.7556,36,2023-04-03 09:42:40,B03740P,Sbr. Jln. Kampung Baru,-6.170013,106.74928,44.0,2023-04-03 10:26:49,0.0,Mikrotrans,38,Dewasa Madya,9,44.15,Monday,2023-04-03,Success,KEMBANGAN
NJND405P8D94EH,M,1965,JAK.26,Rawamangun - Duren Sawit,0.0,B03222P,RSUP Persahabatan,-6.203866,106.88582,42,2023-04-03 09:52:42,B05723P,Term. Rawamangun,-6.198002,106.89099,50.0,2023-04-03 11:08:00,0.0,Mikrotrans,58,Pra-lansia,9,75.3,Monday,2023-04-03,Success,PULOGADUNG
GXJE673A7B68LH,M,2004,JAK.42,Kampung Melayu - Pondok Kelapa,1.0,B03484P,Sbr. Dirjen Anggaran,-6.227253,106.898692,18,2023-04-03 09:44:26,B04880P,Simpang Jatinegara Timur IV,-6.222277,106.86838,43.0,2023-04-03 11:20:13,0.0,Mikrotrans,19,Remaja,9,95.78333333333333,Monday,2023-04-03,Success,
CZXX368M6U44LW,F,2006,JAK.06,Kampung Rambutan - Pondok Gede,0.0,B05387P,SMPN 6 Bekasi,-6.28259,106.91272,2,2023-04-03 08:05:39,B01539P,Jln. Rawa Segaran,-6.306765,106.8919,47.0,2023-04-03 08:47:57,0.0,Mikrotrans,17,Remaja,8,42.3,Monday,2023-04-03,Success,
LAKW152I0Z15IF,M,1979,JAK.106,Terminal Kampung Melayu - Terminal Klender,1.0,B00355P,Flyover Jatinegara 2,-6.215074,106.87332,6,2023-04-03 09:27:39,B01009P,Jln. Cipinang Muara III,-6.220029,106.8995,18.0,2023-04-03 10:45:44,0.0,Mikrotrans,44,Dewasa Madya,9,78.08333333333333,Monday,2023-04-03,Success,JATINEGARA
MJHM300Z4Z92FE,M,1992,JAK.43C,Sarana Jaya - Tebet Eco Park (TEP) - Stasiun Cawang,0.0,B06675P,Tebet Eco Park Selatan 5,-6.241581,106.85242,5,2023-04-03 07:38:32,B06706P,Jln. Tebet Timur Dalam VIII J,-6.242064,106.85845,6.0,2023-04-03 09:02:01,0.0,Mikrotrans,31,Dewasa Awal,7,83.48333333333333,Monday,2023-04-03,Success,TEBET
